"country","year_exp_WB","date"
"http://worldbank.org/Country/LIE","78.422","1994"
"http://worldbank.org/Country/LKA","69.403","1994"
"http://worldbank.org/Country/LSO","57.022","1994"
"http://worldbank.org/Country/LTU","68.5302","1994"
"http://worldbank.org/Country/LUX","76.3707","1994"
"http://worldbank.org/Country/LVA","65.6644","1994"
"http://worldbank.org/Country/MAC","78.588","1994"
"http://worldbank.org/Country/MAR","66.501","1994"
"http://worldbank.org/Country/MDA","67.03","1994"
"http://worldbank.org/Country/MDG","53.808","1994"
"http://worldbank.org/Country/MDV","65.059","1994"
"http://worldbank.org/Country/MKD","71.6927","1994"
"http://worldbank.org/Country/MMR","58.141","1994"
"http://worldbank.org/Country/MNE","74.2422","1994"
"http://worldbank.org/Country/MNG","61.015","1994"
"http://worldbank.org/Country/MOZ","46.772","1994"
"http://worldbank.org/Country/MRT","60.341","1994"
"http://worldbank.org/Country/MUS","70.1585","1994"
"http://worldbank.org/Country/MWI","45.969","1994"
"http://worldbank.org/Country/MYS","71.687","1994"
"http://worldbank.org/Country/NAM","59.609","1994"
"http://worldbank.org/Country/NGA","45.843","1994"
"http://worldbank.org/Country/NIC","66.849","1994"
"http://worldbank.org/Country/NLD","77.3751","1994"
"http://worldbank.org/Country/NOR","77.6898","1994"
"http://worldbank.org/Country/NPL","57.793","1994"
"http://worldbank.org/Country/NZL","76.8829","1994"
"http://worldbank.org/Country/OMN","69.283","1994"
"http://worldbank.org/Country/PAK","61.235","1994"
"http://worldbank.org/Country/PAN","73.879","1994"
"http://worldbank.org/Country/PHL","67.962","1994"
"http://worldbank.org/Country/PNG","57.781","1994"
"http://worldbank.org/Country/PRK","67.698","1994"
"http://worldbank.org/Country/PRY","69.335","1994"
"http://worldbank.org/Country/PYF","70.044","1994"
"http://worldbank.org/Country/QAT","76.599","1994"
"http://worldbank.org/Country/ROU","69.5098","1994"
"http://worldbank.org/Country/RUS","64.4671","1994"
"http://worldbank.org/Country/RWA","27.738","1994"
"http://worldbank.org/Country/SAU","70.733","1994"
"http://worldbank.org/Country/SDN","56.41","1994"
"http://worldbank.org/Country/SEN","57.48","1994"
"http://worldbank.org/Country/SGP","76.1976","1994"
"http://worldbank.org/Country/SLB","65.237","1994"
"http://worldbank.org/Country/SLE","37.158","1994"
"http://worldbank.org/Country/SLV","66.824","1994"
"http://worldbank.org/Country/SOM","46.337","1994"
"http://worldbank.org/Country/SSD","46.257","1994"
"http://worldbank.org/Country/STP","58.511","1994"
"http://worldbank.org/Country/SUR","67.695","1994"
"http://worldbank.org/Country/SVK","72.3","1994"
"http://worldbank.org/Country/SVN","73.4049","1994"
"http://worldbank.org/Country/SWZ","58.958","1994"
"http://worldbank.org/Country/KHM","56.862","1998"
"http://worldbank.org/Country/KIR","62.509","1998"
"http://worldbank.org/Country/KOR","75.0049","1998"
"http://worldbank.org/Country/KWT","73.004","1998"
"http://worldbank.org/Country/LAO","57.637","1998"
"http://worldbank.org/Country/LBR","50.657","1998"
"http://worldbank.org/Country/LCA","72.958","1998"
"http://worldbank.org/Country/LIE","77.7463","1998"
"http://worldbank.org/Country/LKA","69.845","1998"
"http://worldbank.org/Country/LSO","51.034","1998"
"http://worldbank.org/Country/LTU","71.2195","1998"
"http://worldbank.org/Country/LUX","77.0171","1998"
"http://worldbank.org/Country/LVA","69.0122","1998"
"http://worldbank.org/Country/MAC","79.872","1998"
"http://worldbank.org/Country/MAR","67.86","1998"
"http://worldbank.org/Country/MDA","66.752","1998"
"http://worldbank.org/Country/MDG","57.028","1998"
"http://worldbank.org/Country/MDV","68.501","1998"
"http://worldbank.org/Country/MKD","72.2976","1998"
"http://worldbank.org/Country/MMR","59.422","1998"
"http://worldbank.org/Country/MNE","73.3639","1998"
"http://worldbank.org/Country/MNG","62.063","1998"
"http://worldbank.org/Country/MOZ","48.194","1998"
"http://worldbank.org/Country/MRT","60.593","1998"
"http://worldbank.org/Country/MUS","70.6073","1998"
"http://worldbank.org/Country/MWI","45.285","1998"
"http://worldbank.org/Country/MYS","72.257","1998"
"http://worldbank.org/Country/NAM","54.462","1998"
"http://worldbank.org/Country/NGA","45.994","1998"
"http://worldbank.org/Country/NIC","68.667","1998"
"http://worldbank.org/Country/NLD","77.8829","1998"
"http://worldbank.org/Country/NOR","78.3293","1998"
"http://worldbank.org/Country/NPL","60.884","1998"
"http://worldbank.org/Country/NZL","78.0854","1998"
"http://worldbank.org/Country/OMN","71.197","1998"
"http://worldbank.org/Country/PAK","62.303","1998"
"http://worldbank.org/Country/PAN","74.694","1998"
"http://worldbank.org/Country/PHL","68.675","1998"
"http://worldbank.org/Country/PNG","58.828","1998"
"http://worldbank.org/Country/PRK","64.493","1998"
"http://worldbank.org/Country/PRY","70.087","1998"
"http://worldbank.org/Country/PYF","71.58","1998"
"http://worldbank.org/Country/QAT","77.19","1998"
"http://worldbank.org/Country/ROU","69.8073","1998"
"http://worldbank.org/Country/RUS","67.0298","1998"
"http://worldbank.org/Country/RWA","43.686","1998"
"http://worldbank.org/Country/SAU","72.06","1998"
"http://worldbank.org/Country/SDN","57.73","1998"
"http://worldbank.org/Country/SEN","57.376","1998"
"http://worldbank.org/Country/SGP","77.3","1998"
"http://worldbank.org/Country/SLB","66.665","1998"
"http://worldbank.org/Country/SLE","37.98","1998"
"http://worldbank.org/Country/SLV","68.284","1998"
"http://worldbank.org/Country/SOM","49.754","1998"
"http://worldbank.org/Country/SSD","48.333","1998"
"http://worldbank.org/Country/STP","60.159","1998"
"http://worldbank.org/Country/SUR","67.768","1998"
"http://worldbank.org/Country/SVK","72.5512","1998"
"http://worldbank.org/Country/SVN","74.8073","1998"
"http://worldbank.org/Country/SWZ","51.498","1998"
"http://worldbank.org/Country/KHM","57.604","1999"
"http://worldbank.org/Country/KIR","62.829","1999"
"http://worldbank.org/Country/KOR","75.4098","1999"
"http://worldbank.org/Country/KWT","73.074","1999"
"http://worldbank.org/Country/LAO","58.225","1999"
"http://worldbank.org/Country/LBR","51.234","1999"
"http://worldbank.org/Country/LCA","73.144","1999"
"http://worldbank.org/Country/LIE","79.1098","1999"
"http://worldbank.org/Country/LKA","70.503","1999"
"http://worldbank.org/Country/LSO","49.328","1999"
"http://worldbank.org/Country/LTU","71.5707","1999"
"http://worldbank.org/Country/LUX","77.7707","1999"
"http://worldbank.org/Country/LVA","69.7429","1999"
"http://worldbank.org/Country/MAC","80.15","1999"
"http://worldbank.org/Country/MAR","68.245","1999"
"http://worldbank.org/Country/MDA","66.852","1999"
"http://worldbank.org/Country/MDG","57.782","1999"
"http://worldbank.org/Country/MDV","69.348","1999"
"http://worldbank.org/Country/MKD","72.7902","1999"
"http://worldbank.org/Country/MMR","59.744","1999"
"http://worldbank.org/Country/MNE","73.2386","1999"
"http://worldbank.org/Country/MNG","62.446","1999"
"http://worldbank.org/Country/MOZ","48.572","1999"
"http://worldbank.org/Country/MRT","60.643","1999"
"http://worldbank.org/Country/MUS","70.961","1999"
"http://worldbank.org/Country/MWI","45.136","1999"
"http://worldbank.org/Country/MYS","72.418","1999"
"http://worldbank.org/Country/NAM","53.231","1999"
"http://worldbank.org/Country/NGA","46.103","1999"
"http://worldbank.org/Country/NIC","69.1","1999"
"http://worldbank.org/Country/NLD","77.8366","1999"
"http://worldbank.org/Country/NOR","78.2829","1999"
"http://worldbank.org/Country/NPL","61.6","1999"
"http://worldbank.org/Country/NZL","77.8902","1999"
"http://worldbank.org/Country/OMN","71.664","1999"
"http://worldbank.org/Country/PAK","62.564","1999"
"http://worldbank.org/Country/PAN","74.881","1999"
"http://worldbank.org/Country/PHL","68.744","1999"
"http://worldbank.org/Country/PNG","59.049","1999"
"http://worldbank.org/Country/PRK","64.684","1999"
"http://worldbank.org/Country/PRY","70.31","1999"
"http://worldbank.org/Country/PYF","71.946","1999"
"http://worldbank.org/Country/QAT","77.327","1999"
"http://worldbank.org/Country/ROU","70.5122","1999"
"http://worldbank.org/Country/RUS","65.9822","1999"
"http://worldbank.org/Country/RWA","46.639","1999"
"http://worldbank.org/Country/SAU","72.327","1999"
"http://worldbank.org/Country/SDN","58.096","1999"
"http://worldbank.org/Country/SEN","57.523","1999"
"http://worldbank.org/Country/SGP","77.5512","1999"
"http://worldbank.org/Country/SLB","67.057","1999"
"http://worldbank.org/Country/SLE","38.634","1999"
"http://worldbank.org/Country/SLV","68.581","1999"
"http://worldbank.org/Country/SOM","50.392","1999"
"http://worldbank.org/Country/SSD","48.754","1999"
"http://worldbank.org/Country/STP","60.742","1999"
"http://worldbank.org/Country/SUR","67.781","1999"
"http://worldbank.org/Country/SVK","72.9024","1999"
"http://worldbank.org/Country/SVN","75.0098","1999"
"http://worldbank.org/Country/MYS","72.976","2002"
"http://worldbank.org/Country/NAM","50.862","2002"
"http://worldbank.org/Country/NGA","46.835","2002"
"http://worldbank.org/Country/NIC","70.308","2002"
"http://worldbank.org/Country/NLD","78.2927","2002"
"http://worldbank.org/Country/NOR","78.9878","2002"
"http://worldbank.org/Country/NPL","63.57","2002"
"http://worldbank.org/Country/NZL","78.8463","2002"
"http://worldbank.org/Country/OMN","73.022","2002"
"http://worldbank.org/Country/PAK","63.3","2002"
"http://worldbank.org/Country/PAN","75.401","2002"
"http://worldbank.org/Country/PHL","68.88","2002"
"http://worldbank.org/Country/PNG","59.722","2002"
"http://worldbank.org/Country/PRK","66.925","2002"
"http://worldbank.org/Country/PRY","71.023","2002"
"http://worldbank.org/Country/PYF","73.017","2002"
"http://worldbank.org/Country/QAT","77.762","2002"
"http://worldbank.org/Country/ROU","71.0098","2002"
"http://worldbank.org/Country/RUS","65.1288","2002"
"http://worldbank.org/Country/RWA","50.987","2002"
"http://worldbank.org/Country/SAU","72.92","2002"
"http://worldbank.org/Country/SDN","59.258","2002"
"http://worldbank.org/Country/SEN","58.675","2002"
"http://worldbank.org/Country/SGP","78.5512","2002"
"http://worldbank.org/Country/SLB","68.175","2002"
"http://worldbank.org/Country/SLE","41.376","2002"
"http://worldbank.org/Country/SLV","69.432","2002"
"http://worldbank.org/Country/SOM","51.492","2002"
"http://worldbank.org/Country/SRB","72.2854","2002"
"http://worldbank.org/Country/SSD","50.05","2002"
"http://worldbank.org/Country/STP","62.687","2002"
"http://worldbank.org/Country/SUR","68.064","2002"
"http://worldbank.org/Country/SVK","73.6049","2002"
"http://worldbank.org/Country/SVN","76.0073","2002"
"http://worldbank.org/Country/SWZ","44.41","2002"
"http://worldbank.org/Country/NGA","50.422","2009"
"http://worldbank.org/Country/NIC","72.167","2009"
"http://worldbank.org/Country/NLD","80.5488","2009"
"http://worldbank.org/Country/NOR","80.7951","2009"
"http://worldbank.org/Country/NPL","67.178","2009"
"http://worldbank.org/Country/NZL","80.7024","2009"
"http://worldbank.org/Country/OMN","75.44","2009"
"http://worldbank.org/Country/PAK","64.969","2009"
"http://worldbank.org/Country/PAN","76.6","2009"
"http://worldbank.org/Country/PHL","69.667","2009"
"http://worldbank.org/Country/PNG","61.739","2009"
"http://worldbank.org/Country/PRK","69.185","2009"
"http://worldbank.org/Country/PRY","72.45","2009"
"http://worldbank.org/Country/PYF","75.363","2009"
"http://worldbank.org/Country/QAT","78.945","2009"
"http://worldbank.org/Country/ROU","73.3098","2009"
"http://worldbank.org/Country/RUS","68.6846","2009"
"http://worldbank.org/Country/RWA","62.129","2009"
"http://worldbank.org/Country/SAU","73.75","2009"
"http://worldbank.org/Country/SDN","62.33","2009"
"http://worldbank.org/Country/SEN","63.607","2009"
"http://worldbank.org/Country/SGP","81.2415","2009"
"http://worldbank.org/Country/SLB","70.366","2009"
"http://worldbank.org/Country/SLE","48.468","2009"
"http://worldbank.org/Country/SLV","70.978","2009"
"http://worldbank.org/Country/SOM","53.654","2009"
"http://worldbank.org/Country/SRB","73.9854","2009"
"http://worldbank.org/Country/SSD","54.219","2009"
"http://worldbank.org/Country/STP","66.938","2009"
"http://worldbank.org/Country/SUR","70.209","2009"
"http://worldbank.org/Country/SVK","74.9098","2009"
"http://worldbank.org/Country/SVN","78.9707","2009"
"http://worldbank.org/Country/SWZ","45.275","2009"
"http://worldbank.org/Country/SYC","70.7293","1994"
"http://worldbank.org/Country/SYR","71.708","1994"
"http://worldbank.org/Country/TCD","47.345","1994"
"http://worldbank.org/Country/TGO","55.147","1994"
"http://worldbank.org/Country/THA","70.202","1994"
"http://worldbank.org/Country/TJK","58.192","1994"
"http://worldbank.org/Country/TKM","62.786","1994"
"http://worldbank.org/Country/TLS","52.366","1994"
"http://worldbank.org/Country/TTO","68.496","1994"
"http://worldbank.org/Country/TUN","71.062","1994"
"http://worldbank.org/Country/TZA","49.365","1994"
"http://worldbank.org/Country/UKR","67.5412","1994"
"http://worldbank.org/Country/URY","73.388","1994"
"http://worldbank.org/Country/USA","75.6195","1994"
"http://worldbank.org/Country/UZB","66.343","1994"
"http://worldbank.org/Country/VCT","70.752","1994"
"http://worldbank.org/Country/VIR","75.2573","1994"
"http://worldbank.org/Country/VNM","71.666","1994"
"http://worldbank.org/Country/VUT","65.903","1994"
"http://worldbank.org/Country/WSM","67.037","1994"
"http://worldbank.org/Country/YEM","58.566","1994"
"http://worldbank.org/Country/SYC","71.7463","1998"
"http://worldbank.org/Country/SYR","72.664","1998"
"http://worldbank.org/Country/TCD","47.61","1998"
"http://worldbank.org/Country/TGO","53.722","1998"
"http://worldbank.org/Country/THA","70.348","1998"
"http://worldbank.org/Country/TJK","60.379","1998"
"http://worldbank.org/Country/TKM","63.237","1998"
"http://worldbank.org/Country/TLS","57.011","1998"
"http://worldbank.org/Country/TTO","69.011","1998"
"http://worldbank.org/Country/TUN","72.608","1998"
"http://worldbank.org/Country/TZA","49.809","1998"
"http://worldbank.org/Country/UKR","68.3749","1998"
"http://worldbank.org/Country/URY","74.309","1998"
"http://worldbank.org/Country/USA","76.5805","1998"
"http://worldbank.org/Country/UZB","66.782","1998"
"http://worldbank.org/Country/VCT","70.738","1998"
"http://worldbank.org/Country/VIR","76.237","1998"
"http://worldbank.org/Country/VNM","72.617","1998"
"http://worldbank.org/Country/VUT","66.899","1998"
"http://worldbank.org/Country/WSM","68.067","1998"
"http://worldbank.org/Country/YEM","59.782","1998"
"http://worldbank.org/Country/SYC","71.0878","2002"
"http://worldbank.org/Country/SYR","73.663","2002"
"http://worldbank.org/Country/TCD","47.9","2002"
"http://worldbank.org/Country/TGO","53.71","2002"
"http://worldbank.org/Country/THA","71.089","2002"
"http://worldbank.org/Country/TJK","63.653","2002"
"http://worldbank.org/Country/TKM","64.101","2002"
"http://worldbank.org/Country/TLS","60.901","2002"
"http://worldbank.org/Country/TTO","69.903","2002"
"http://worldbank.org/Country/TUN","73.638","2002"
"http://worldbank.org/Country/TZA","52.142","2002"
"http://worldbank.org/Country/UKR","68.2756","2002"
"http://worldbank.org/Country/URY","75.152","2002"
"http://worldbank.org/Country/USA","76.9366","2002"
"http://worldbank.org/Country/UZB","67.613","2002"
"http://worldbank.org/Country/VCT","70.977","2002"
"http://worldbank.org/Country/SYC","73.0829","2009"
"http://worldbank.org/Country/SYR","72.938","2009"
"http://worldbank.org/Country/TCD","50.346","2009"
"http://worldbank.org/Country/TGO","56.818","2009"
"http://worldbank.org/Country/THA","73.766","2009"
"http://worldbank.org/Country/TJK","68.36","2009"
"http://worldbank.org/Country/TKM","66.355","2009"
"http://worldbank.org/Country/TLS","66.796","2009"
"http://worldbank.org/Country/TTO","71.71","2009"
"http://worldbank.org/Country/TUN","74.88","2009"
"http://worldbank.org/Country/TZA","57.666","2009"
"http://worldbank.org/Country/UKR","69.19","2009"
"http://worldbank.org/Country/URY","76.603","2009"
"http://worldbank.org/Country/USA","78.3902","2009"
"http://worldbank.org/Country/UZB","69.435","2009"
"http://worldbank.org/Country/VCT","71.716","2009"
"http://worldbank.org/Country/TKM","66.657","2010"
"http://worldbank.org/Country/TLS","67.186","2010"
"http://worldbank.org/Country/TTO","71.946","2010"
"http://worldbank.org/Country/TUN","75.041","2010"
"http://worldbank.org/Country/TZA","58.584","2010"
"http://worldbank.org/Country/UKR","70.2654","2010"
"http://worldbank.org/Country/URY","76.75","2010"
"http://worldbank.org/Country/USA","78.5415","2010"
"http://worldbank.org/Country/UZB","69.672","2010"
"http://worldbank.org/Country/VCT","71.776","2010"
"http://worldbank.org/Country/VIR","77.8659","2010"
"http://worldbank.org/Country/VNM","74.837","2010"
"http://worldbank.org/Country/VUT","69.123","2010"
"http://worldbank.org/Country/WSM","71.663","2010"
"http://worldbank.org/Country/YEM","65.549","2010"
"http://worldbank.org/Country/IRL","80.8463","2012"
"http://worldbank.org/Country/ABW","75.441","2013"
"http://worldbank.org/Country/AFG","62.525","2013"
"http://worldbank.org/Country/AGO","58.054","2013"
"http://worldbank.org/Country/ALB","77.554","2013"
"http://worldbank.org/Country/ARE","76.903","2013"
"http://worldbank.org/Country/ARM","74.056","2013"
"http://worldbank.org/Country/ATG","76.218","2013"
"http://worldbank.org/Country/AZE","71.768","2013"
"http://worldbank.org/Country/BDI","59.148","2013"
"http://worldbank.org/Country/BEN","60.092","2013"
"http://worldbank.org/Country/BFA","58.937","2013"
"http://worldbank.org/Country/BGD","70.93","2013"
"http://worldbank.org/Country/BGR","74.861","2013"
"http://worldbank.org/Country/BHR","76.484","2013"
"http://worldbank.org/Country/BHS","72.62","2013"
"http://worldbank.org/Country/BIH","76.569","2013"
"http://worldbank.org/Country/BLR","72.4707","2013"
"http://worldbank.org/Country/BLZ","73.452","2013"
"http://worldbank.org/Country/BMU","80.5724","2013"
"http://worldbank.org/Country/BOL","69.468","2013"
"http://worldbank.org/Country/BRB","78.633","2013"
"http://worldbank.org/Country/BRN","75.075","2013"
"http://worldbank.org/Country/BTN","69.662","2013"
"http://worldbank.org/Country/BWA","64.976","2013"
"http://worldbank.org/Country/CAF","49.371","2013"
"http://worldbank.org/Country/CAN","81.7488","2013"
"http://worldbank.org/Country/CHL","79.349","2013"
"http://worldbank.org/Country/CIV","54.906","2013"
"http://worldbank.org/Country/CMR","56.576","2013"
"http://worldbank.org/Country/COD","58.381","2013"
"http://worldbank.org/Country/COG","62.022","2013"
"http://worldbank.org/Country/COM","62.922","2013"
"http://worldbank.org/Country/CPV","71.661","2013"
"http://worldbank.org/Country/CRI","79.234","2013"
"http://worldbank.org/Country/CUB","78.485","2013"
"http://worldbank.org/Country/CUW","77.8268","2013"
"http://worldbank.org/Country/CYP","79.999","2013"
"http://worldbank.org/Country/CZE","78.1756","2013"
"http://worldbank.org/Country/DJI","62.239","2013"
"http://worldbank.org/Country/DOM","72.763","2013"
"http://worldbank.org/Country/DZA","75.661","2013"
"http://worldbank.org/Country/ECU","75.707","2013"
"http://worldbank.org/Country/EGY","70.928","2013"
"http://worldbank.org/Country/ERI","63.726","2013"
"http://worldbank.org/Country/EST","77.1415","2013"
"http://worldbank.org/Country/ETH","63.961","2013"
"http://worldbank.org/Country/FIN","80.9756","2013"
"http://worldbank.org/Country/FJI","66.95","2013"
"http://worldbank.org/Country/ABW","69.14","1970"
"http://worldbank.org/Country/AFG","37.409","1970"
"http://worldbank.org/Country/AGO","40.914","1970"
"http://worldbank.org/Country/ALB","66.935","1970"
"http://worldbank.org/Country/ARE","61.215","1970"
"http://worldbank.org/Country/ARM","70.144","1970"
"http://worldbank.org/Country/ATG","65.847","1970"
"http://worldbank.org/Country/AZE","63.141","1970"
"http://worldbank.org/Country/BDI","43.841","1970"
"http://worldbank.org/Country/BEN","42.152","1970"
"http://worldbank.org/Country/BFA","39.095","1970"
"http://worldbank.org/Country/BGD","46.942","1970"
"http://worldbank.org/Country/BGR","71.2563","1970"
"http://worldbank.org/Country/BHR","63.449","1970"
"http://worldbank.org/Country/BHS","65.87","1970"
"http://worldbank.org/Country/BIH","66.187","1970"
"http://worldbank.org/Country/BLR","70.0792","1970"
"http://worldbank.org/Country/BLZ","65.566","1970"
"http://worldbank.org/Country/BMU","70.29","1970"
"http://worldbank.org/Country/BOL","45.568","1970"
"http://worldbank.org/Country/BRB","68.65","1970"
"http://worldbank.org/Country/BRN","62.582","1970"
"http://worldbank.org/Country/BTN","39.635","1970"
"http://worldbank.org/Country/BWA","53.824","1970"
"http://worldbank.org/Country/CAF","42.223","1970"
"http://worldbank.org/Country/CAN","72.7005","1970"
"http://worldbank.org/Country/CHL","62.254","1970"
"http://worldbank.org/Country/CIV","44.123","1970"
"http://worldbank.org/Country/CMR","46.523","1970"
"http://worldbank.org/Country/COD","43.915","1970"
"http://worldbank.org/Country/COG","50.725","1970"
"http://worldbank.org/Country/COM","45.642","1970"
"http://worldbank.org/Country/CPV","53.298","1970"
"http://worldbank.org/Country/CRI","65.844","1970"
"http://worldbank.org/Country/CUB","69.809","1970"
"http://worldbank.org/Country/CYP","72.576","1970"
"http://worldbank.org/Country/CZE","69.4402","1970"
"http://worldbank.org/Country/DJI","49.16","1970"
"http://worldbank.org/Country/DOM","58.093","1970"
"http://worldbank.org/Country/DZA","50.372","1970"
"http://worldbank.org/Country/ECU","58.203","1970"
"http://worldbank.org/Country/EGY","52.146","1970"
"http://worldbank.org/Country/ERI","43.156","1970"
"http://worldbank.org/Country/EST","69.9371","1970"
"http://worldbank.org/Country/ETH","42.944","1970"
"http://worldbank.org/Country/FIN","70.1795","1970"
"http://worldbank.org/Country/FJI","62.492","1970"
"http://worldbank.org/Country/FSM","58.851","1970"
"http://worldbank.org/Country/GAB","47.125","1970"
"http://worldbank.org/Country/GHA","49.34","1970"
"http://worldbank.org/Country/GIN","36.655","1970"
"http://worldbank.org/Country/GMB","37.868","1970"
"http://worldbank.org/Country/GNB","40.649","1970"
"http://worldbank.org/Country/GNQ","39.848","1970"
"http://worldbank.org/Country/GRC","70.9036","1970"
"http://worldbank.org/Country/GRD","65.619","1970"
"http://worldbank.org/Country/GTM","52.501","1970"
"http://worldbank.org/Country/GUM","65.662","1970"
"http://worldbank.org/Country/GUY","61.789","1970"
"http://worldbank.org/Country/HKG","71.3865","1970"
"http://worldbank.org/Country/HND","52.522","1970"
"http://worldbank.org/Country/HRV","68.2005","1970"
"http://worldbank.org/Country/HTI","46.027","1970"
"http://worldbank.org/Country/HUN","69.1646","1970"
"http://worldbank.org/Country/IDN","52.553","1970"
"http://worldbank.org/Country/ABW","69.498","1971"
"http://worldbank.org/Country/AFG","37.93","1971"
"http://worldbank.org/Country/AGO","41.282","1971"
"http://worldbank.org/Country/ALB","67.237","1971"
"http://worldbank.org/Country/ARE","62.099","1971"
"http://worldbank.org/Country/ARM","70.412","1971"
"http://worldbank.org/Country/ATG","66.066","1971"
"http://worldbank.org/Country/AZE","63.31","1971"
"http://worldbank.org/Country/BDI","44.021","1971"
"http://worldbank.org/Country/BEN","42.684","1971"
"http://worldbank.org/Country/BFA","39.542","1971"
"http://worldbank.org/Country/BGD","46.589","1971"
"http://worldbank.org/Country/BGR","70.8737","1971"
"http://worldbank.org/Country/BHR","64.275","1971"
"http://worldbank.org/Country/BHS","66.031","1971"
"http://worldbank.org/Country/BIH","66.756","1971"
"http://worldbank.org/Country/BLR","70.093","1971"
"http://worldbank.org/Country/BLZ","66.047","1971"
"http://worldbank.org/Country/BOL","45.999","1971"
"http://worldbank.org/Country/BRB","68.89","1971"
"http://worldbank.org/Country/BRN","63.134","1971"
"http://worldbank.org/Country/BTN","40.194","1971"
"http://worldbank.org/Country/BWA","54.327","1971"
"http://worldbank.org/Country/CAF","43.036","1971"
"http://worldbank.org/Country/CAN","73.0293","1971"
"http://worldbank.org/Country/CHL","62.895","1971"
"http://worldbank.org/Country/CIV","44.979","1971"
"http://worldbank.org/Country/CMR","47.053","1971"
"http://worldbank.org/Country/COD","44.247","1971"
"http://worldbank.org/Country/COG","51.126","1971"
"http://worldbank.org/Country/COM","46.103","1971"
"http://worldbank.org/Country/CPV","53.97","1971"
"http://worldbank.org/Country/CRI","66.378","1971"
"http://worldbank.org/Country/CUB","70.306","1971"
"http://worldbank.org/Country/CYP","72.825","1971"
"http://worldbank.org/Country/CZE","69.6771","1971"
"http://worldbank.org/Country/DJI","49.827","1971"
"http://worldbank.org/Country/DOM","58.671","1971"
"http://worldbank.org/Country/DZA","50.773","1971"
"http://worldbank.org/Country/ECU","58.718","1971"
"http://worldbank.org/Country/EGY","52.479","1971"
"http://worldbank.org/Country/ERI","43.545","1971"
"http://worldbank.org/Country/EST","69.9053","1971"
"http://worldbank.org/Country/ETH","43.213","1971"
"http://worldbank.org/Country/FIN","70.0176","1971"
"http://worldbank.org/Country/FJI","62.512","1971"
"http://worldbank.org/Country/FSM","59.265","1971"
"http://worldbank.org/Country/GAB","47.967","1971"
"http://worldbank.org/Country/GHA","49.625","1971"
"http://worldbank.org/Country/GIN","36.932","1971"
"http://worldbank.org/Country/GMB","38.734","1971"
"http://worldbank.org/Country/GNB","40.961","1971"
"http://worldbank.org/Country/GNQ","40.156","1971"
"http://worldbank.org/Country/GRC","71.2266","1971"
"http://worldbank.org/Country/GRD","65.88","1971"
"http://worldbank.org/Country/GTM","53.091","1971"
"http://worldbank.org/Country/GUM","66.074","1971"
"http://worldbank.org/Country/GUY","61.868","1971"
"http://worldbank.org/Country/HKG","71.4585","1971"
"http://worldbank.org/Country/HND","53.14","1971"
"http://worldbank.org/Country/HRV","68.5016","1971"
"http://worldbank.org/Country/HTI","46.508","1971"
"http://worldbank.org/Country/HUN","69.0524","1971"
"http://worldbank.org/Country/IDN","53.14","1971"
"http://worldbank.org/Country/ABW","69.851","1972"
"http://worldbank.org/Country/AFG","38.461","1972"
"http://worldbank.org/Country/AGO","41.65","1972"
"http://worldbank.org/Country/ALB","67.582","1972"
"http://worldbank.org/Country/ARE","62.949","1972"
"http://worldbank.org/Country/ARM","70.605","1972"
"http://worldbank.org/Country/ATG","66.28","1972"
"http://worldbank.org/Country/AZE","63.457","1972"
"http://worldbank.org/Country/BDI","44.246","1972"
"http://worldbank.org/Country/BEN","43.229","1972"
"http://worldbank.org/Country/BFA","40.003","1972"
"http://worldbank.org/Country/BGD","46.507","1972"
"http://worldbank.org/Country/BGR","70.8995","1972"
"http://worldbank.org/Country/BHR","65.042","1972"
"http://worldbank.org/Country/BHS","66.209","1972"
"http://worldbank.org/Country/BIH","67.32","1972"
"http://worldbank.org/Country/BLR","70.0924","1972"
"http://worldbank.org/Country/BLZ","66.504","1972"
"http://worldbank.org/Country/BOL","46.441","1972"
"http://worldbank.org/Country/BRB","69.149","1972"
"http://worldbank.org/Country/BRN","63.671","1972"
"http://worldbank.org/Country/BTN","40.735","1972"
"http://worldbank.org/Country/BWA","54.853","1972"
"http://worldbank.org/Country/CAF","43.866","1972"
"http://worldbank.org/Country/CAN","72.9339","1972"
"http://worldbank.org/Country/CHL","63.555","1972"
"http://worldbank.org/Country/CIV","45.824","1972"
"http://worldbank.org/Country/CMR","47.593","1972"
"http://worldbank.org/Country/COD","44.545","1972"
"http://worldbank.org/Country/COG","51.514","1972"
"http://worldbank.org/Country/COM","46.557","1972"
"http://worldbank.org/Country/CPV","54.745","1972"
"http://worldbank.org/Country/CRI","66.943","1972"
"http://worldbank.org/Country/CUB","70.787","1972"
"http://worldbank.org/Country/CYP","73.067","1972"
"http://worldbank.org/Country/CZE","70.1766","1972"
"http://worldbank.org/Country/DJI","50.442","1972"
"http://worldbank.org/Country/DOM","59.229","1972"
"http://worldbank.org/Country/DZA","51.201","1972"
"http://worldbank.org/Country/ECU","59.232","1972"
"http://worldbank.org/Country/EGY","52.894","1972"
"http://worldbank.org/Country/ERI","43.934","1972"
"http://worldbank.org/Country/EST","69.8328","1972"
"http://worldbank.org/Country/ETH","43.465","1972"
"http://worldbank.org/Country/FIN","70.7073","1972"
"http://worldbank.org/Country/FJI","62.555","1972"
"http://worldbank.org/Country/FSM","59.675","1972"
"http://worldbank.org/Country/GAB","48.793","1972"
"http://worldbank.org/Country/GHA","49.912","1972"
